,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,hhld_structure,electricity,parafin.lamp,radio,tv,mobile,iron,fridge,generator,clock_watch,bed,sofa,kerosene_cooker,solar,bike,motorbike,truck_car,mosquito_net,panga,blanket,none_above,crop_sales,livestock_sales,milk_sales,meat_sales,business,firewood,charcoal,natural_resurces,specify,casual,salary,gifts,other,specify_other_income,who_crop_sales,who_livestock_sales,who_milk_sales,who_meat_sales,who_business,who_firewood,who_charcoal,who_natural_resurces,who_casual,who_salary,who_gifts,who_other,stones_crop_sales,stones_livestock_sales,stones_milk_sales,stones_meat_sales,stones_business,stones_firewood,stones_charcoal,stones_natural_resurces,stones_casual_labor,stones_salary,stones_gifts,stones_other,ksh_crop_sales,ksh_livestock_sales,ksh_milk_sales,ksh_meat_sales,ksh_business,ksh_firewood,ksh_charcoal,ksh_natural_resurces,ksh_casual_labor,ksh_salary,ksh_gifts,ksh_other,describe_income,compare_income,wellbeing,change_cause1,change_cause2,casual_work,no_cattle,no_donkeys,no_sheep,no_goats,no_camels,no_chicken,no_other,other_livestock,sell_cattle,why_cattle,sell_donkeys,why_donkeys,sell_sheep,why_sheep,sell_goats,why_goats,sell_camels,why_camels,sell_chicken,why_chicken,sell_other,what_sell_other,why_other,sick_livestock,sell_milk,quantity,units,sell_eggs,no_eggs
33,kiwanja 003,20,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,20,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,45000,0,0,0,36000,0,0,0,1,1,1,it has one child,her business is increasing all time,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
34,kiwanja 004,21,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,2,0,0,0,0,0,0,0,0,0,0,480000,3840,0,0,0,0,0,0,0,0,0,2,2,2,animals are being bought at a good price,influence of drought,2,10,6,50,40,0,4,1,dog,0,NA,0,NA,4,for basic needs,10,for basic needs,0,NA,2,for food,0,NA,NA,2,1,NA,NA,NA,NA
35,kiwanja 005,22,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,22,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,9,0,0,0,0,0,0,1,0,0,0,0,36000,0,0,0,0,0,0,1000,0,0,0,2,2,2,animals are not being bought well,drought influence,2,2,0,20,10,0,0,1,dog,0,NA,0,NA,5,for basic needs,5,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
36,kiwanja 006,23,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,3,0,0,0,0,0,0,0,0,79200,0,0,4500,0,0,0,0,0,0,0,2,1,1,improved business/petty trade,livestock quality improved,2,3,2,20,30,0,1,1,dog,0,NA,0,NA,30,for basic needs,20,for basic needs,0,NA,7,for food,0,NA,NA,2,1,NA,NA,NA,NA
37,kiwanja 007,24,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,24,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,2,0,0,0,0,0,0,0,0,240000,0,0,6000,0,0,0,0,0,0,0,2,2,2,animals are being bought at a good price,drought influence,2,0,0,5,5,0,0,0,0,0,NA,0,NA,2,for basic needs,1,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
38,kiwanja 008,25,23/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,3,0,0,0,0,0,0,0,0,43200,0,0,30000,0,0,0,0,0,0,0,2,1,1,involved in petty business,livestock product increases in qualities,2,0,0,0,10,0,5,0,0,0,NA,0,NA,0,NA,5,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
39,kiwanja 009,26,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,26,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,7,0,0,0,0,0,0,0,0,78000,0,0,140000,0,0,0,0,0,0,0,2,1,1,well managed businee,good sales of the goats,2,3,0,6,7,0,0,2,dogs,0,NA,0,NA,3,for basic needs,10,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
40,kiwanja 010,27,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,27,2,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,1,0,0,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,0,2,0,0,3,0,0,0,0,5,0,0,0,1.00E+05,0,0,840000,0,0,0,360000,0,0,0,1,1,1,business boosts the salary,help from the livestock,2,20,1,100,100,10,12,1,dogs,0,NA,0,NA,0,NA,20,for business,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
41,kiwanja 011,28,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,28,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,6,0,0,0,0,0,0,0,0,48000,0,0,180000,0,0,0,0,0,0,0,2,1,1,good price for livestock,good language with people,2,40,3,16,50,0,0,0,0,1,it has become old,0,NA,0,NA,6,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
42,kiwanja 012,29,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,50400,0,0,18000,2,2,2,the casual work is tiresome,no much benefit,1,0,0,0,2,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
43,kiwanja 013,30,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48000,0,2,2,2,his son got married and has family,she has many children,2,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
44,kiwanja 014,31,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,31,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,1,0,0,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,5,0,0,1,0,0,0,0,4,0,0,0,15000,0,0,7200,0,0,0,0,10000,0,0,2,3,2,it has many wife to depend on,the salary pay delayed,2,0,1,5,10,0,4,0,0,0,NA,0,NA,3,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
45,kiwanja 015,32,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,32,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,4,0,0,0,0,0,0,6,0,0,0,0,12000,0,0,0,0,0,0,46000,0,0,0,2,1,1,the bead sell increased,they are both involve in casual works,1,0,0,5,3,0,6,0,0,0,NA,0,NA,2,school fees,2,school fees,0,NA,2,"for transport,basic need,fees",0,NA,NA,1,1,NA,NA,NA,NA
46,kiwanja 016,33,24/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,9,0,0,0,0,0,0,1,0,0,0,0,96000,0,0,0,0,0,0,2400,0,0,0,2,2,2,the casual work is not daily,few animals on sale everyday,1,0,0,10,7,0,0,1,dog,0,NA,0,NA,4,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
47,kiwanja 017,186,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,186,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,3,0,0,0,0,0,0,0,7,0,0,0,76450,0,0,0,0,0,0,0,240000,0,0,1,1,1,the number of livestock increase,the sales of livestock increase,2,5,0,30,20,2,0,0,0,0,NA,0,NA,4,for food,3,for food/material,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
48,kiwanja 018,187,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,187,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,84000,0,0,2,2,2,they depend only on salary not enough,few animals which noe enough for household,2,0,1,5,10,0,0,0,0,0,NA,0,NA,5,for basic needs,1,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
49,kiwanja 019,188,25/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,188,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,1,2,1,they sell animals that has high price,market prices incease also,2,5,1,10,40,2,0,0,0,1,for basic needs,0,NA,2,for basic needs,3,for basic needs,0,NA,0,NA,0,NA,NA,1,2,3,liters,NA,NA
50,kiwanja 020,189,25/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,189,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,2,2,2,fluctuation of market price,drought influence,2,6,3,20,22,0,5,1,dog,0,NA,0,NA,3,for basic needs,2,for basic needs,0,NA,2,for basic needs,0,NA,NA,1,1,NA,NA,NA,NA
51,kiwanja 021,190,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,46500,0,0,0,0,0,0,0,0,0,0,1,1,1,the availability of livestock improved,market prices increase,2,3,1,15,25,0,0,0,0,0,NA,0,NA,4,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
52,kiwanja 022,191,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,191,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,1,1,1,improve the quality of livestock,market prices increases,2,20,3,30,20,1,0,2,dogs,2,school fees,0,NA,6,for basic needs,5,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
53,kiwanja 023,192,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,2,2,2,drought influence,fluctuation of market price,2,0,1,8,6,0,0,1,dog,0,NA,0,NA,4,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
54,kiwanja 024,193,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,2,1,1,good market,increase in number of livestock,2,3,1,2,3,0,2,0,0,0,NA,0,NA,2,for basic needs,1,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
55,kiwanja 025,194,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,194,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,7,0,0,0,0,0,0,4,0,0,0,0,540000,0,0,0,0,0,0,2000,0,0,0,1,1,1,increase of livestock,assistance bycasual work,1,0,1,5,7,0,0,0,0,0,NA,0,NA,4,for basic needs,5,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
56,kiwanja 026,195,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,195,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,6,0,0,0,0,0,0,4,0,0,0,0,48000,0,0,0,0,0,0,20000,0,0,0,2,2,2,drought influence,many wife and children,1,1,0,6,10,0,0,0,0,0,NA,0,NA,7,for basic needs,3,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
57,kiwanja 027,196,26/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,196,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,6,0,0,0,0,0,0,4,0,0,0,0,60000,0,0,0,0,0,0,15000,0,0,0,1,1,1,market prizes,sometime casual available,2,2,1,20,30,0,0,0,0,0,NA,0,NA,4,for basic needs,3,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
58,kiwanja 028,197,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,2,2,2,they depend on livestock only,drought influence,2,0,0,0,20,0,0,0,0,0,NA,0,NA,0,NA,3,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
59,kiwanja 029,198,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,108000,0,0,0,0,0,0,0,0,0,0,2,2,2,fluctuation of market price,drought influence,2,4,0,13,6,1,0,0,0,0,NA,0,NA,4,for basic needs,3,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
60,kiwanja 030,199,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,199,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,6,0,0,0,0,0,0,0,0,40000,0,0,78640,0,0,0,0,0,0,0,2,2,2,sometimes business colapsed,fluctuation of market price,2,0,0,4,5,0,0,0,0,0,NA,0,NA,1,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
61,kiwanja 031,200,27/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,200,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,7,0,0,0,0,0,0,0,1,0,0,0,60480,0,0,0,0,0,0,0,20000,0,0,2,2,2,drought influence,many people depend on his husband,2,2,1,10,15,2,0,0,0,0,NA,0,NA,3,for basic needs,5,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
62,kiwanja 032,201,28/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,50500,0,0,0,0,0,0,0,0,0,0,2,2,2,drought influence,fluctuation of market price,2,5,1,25,5,1,0,0,0,0,NA,0,NA,6,for basic needs,2,for basic needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
63,kiwanja 033,202,28/06/15,sera,sere olipi,sere olipi,kiwanja,baseline,NRT,202,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30000,0,2,2,2,his son has children now,he depends on his son,2,1,1,2,1,1,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
64,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,36,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,3,0,0,0,0,0,0,0,0,24000,0,1000,12000,0,0,0,0,0,0,0,1,1,2,due to profit in the business,due to live stock rearing,2,5,1,10,30,0,8,NA,NA,1,for home needs,0,NA,0,NA,2,for home needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
65,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,36,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,3,0,0,0,0,0,0,0,0,24000,0,1000,12000,0,0,0,0,0,0,0,1,1,2,due to profit in the business,due to live stock rearing,2,5,1,10,30,0,8,NA,NA,1,for home needs,0,NA,0,NA,2,for home needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
66,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,226,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,3,0,0,0,0,0,0,0,0,0,25000,0,16000,0,0,0,0,0,0,0,0,1,3,3,due to long drought,NA,2,4,2,10,20,0,0,0,NA,10,to buy food and clothes,0,NA,0,NA,15,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
67,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,226,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,3,0,0,0,0,0,0,0,0,0,25000,0,16000,0,0,0,0,0,0,0,0,1,3,3,due to long drought,NA,2,4,2,10,20,0,0,0,NA,10,to buy food and clothes,0,NA,0,NA,15,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
68,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,24000,0,8000,0,0,0,0,0,0,0,0,1,1,1,due to increase of livestock,NA,2,1,2,4,10,1,0,0,NA,2,to buy food,0,NA,0,NA,8,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
69,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,24000,0,8000,0,0,0,0,0,0,0,0,1,1,1,due to increase of livestock,NA,2,1,2,4,10,1,0,0,NA,2,to buy food,0,NA,0,NA,8,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
70,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,228,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,3,0,0,0,0,0,0,0,0,0,30000,0,15000,0,0,0,0,0,0,0,0,1,1,1,due to absences of drought,NA,2,20,3,20,30,3,0,0,NA,2,to buy food,0,NA,0,NA,8,to buy family needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
71,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,228,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,3,0,0,0,0,0,0,0,0,0,30000,0,15000,0,0,0,0,0,0,0,0,1,1,1,due to absences of drought,NA,2,20,3,20,30,3,0,0,NA,2,to buy food,0,NA,0,NA,8,to buy family needs,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
72,lbaa lotepes 001,34,23/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,4,0,0,0,0,0,0,0,0,0,480000,0,50000,0,0,0,0,0,0,0,0,2,98,1,good market,enhanced security,2,3,1,2,5,1,0,0,0,1,for food,0,NA,12,for food,18,for food,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
73,lbaa lotepes 002,35,23/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,3,0,0,0,0,0,0,0,0,0,3.00E+05,10000,30000,0,0,0,0,0,0,0,0,2,98,1,good sales,peaceful co-existence,2,4,6,10,14,12,0,0,0,0,NA,0,NA,0,NA,10,for food,2,for food,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
74,lbaa lotepes 003,36,23/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,1,0,0,NA,0,0,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,7,0,0,0,3,0,0,0,0,0,0,0,4.00E+05,0,0,0,30000,0,0,0,0,0,0,2,1,1,good market,peace among neighbours,2,1,1,3,5,0,0,0,0,0,NA,0,NA,0,NA,4,for food,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
75,lbaa lotepes 004,37,23/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,4,0,0,0,0,0,0,0,0,0,480000,0,50000,0,0,0,0,0,0,0,0,2,2,1,improved sales,advanced security,2,3,2,7,8,0,0,0,0,0,NA,0,NA,6,for food,4,for basic needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
