,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,hhld_structure,electricity,parafin.lamp,radio,tv,mobile,iron,fridge,generator,clock_watch,bed,sofa,kerosene_cooker,solar,bike,motorbike,truck_car,mosquito_net,panga,blanket,none_above,crop_sales,livestock_sales,milk_sales,meat_sales,business,firewood,charcoal,natural_resurces,specify,casual,salary,gifts,other,specify_other_income,who_crop_sales,who_livestock_sales,who_milk_sales,who_meat_sales,who_business,who_firewood,who_charcoal,who_natural_resurces,who_casual,who_salary,who_gifts,who_other,stones_crop_sales,stones_livestock_sales,stones_milk_sales,stones_meat_sales,stones_business,stones_firewood,stones_charcoal,stones_natural_resurces,stones_casual_labor,stones_salary,stones_gifts,stones_other,ksh_crop_sales,ksh_livestock_sales,ksh_milk_sales,ksh_meat_sales,ksh_business,ksh_firewood,ksh_charcoal,ksh_natural_resurces,ksh_casual_labor,ksh_salary,ksh_gifts,ksh_other,describe_income,compare_income,wellbeing,change_cause1,change_cause2,casual_work,no_cattle,no_donkeys,no_sheep,no_goats,no_camels,no_chicken,no_other,other_livestock,sell_cattle,why_cattle,sell_donkeys,why_donkeys,sell_sheep,why_sheep,sell_goats,why_goats,sell_camels,why_camels,sell_chicken,why_chicken,sell_other,what_sell_other,why_other,sick_livestock,sell_milk,quantity,units,sell_eggs,no_eggs
1437,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0,0,0,0,0,0,0,2,3,NA,due to drought which kills the animal which they depend on ,NA,2,3,2,1,6,3,0,0,NA,10,for family needs ,0,NA,0,NA,0,NA,3,for family needs,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1438,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,182,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,27000,0,2000,0,0,0,0,0,0,0,0,1,1,2,due to long drought,NA,2,5,1,10,10,0,0,0,NA,10,for buying food and clothes,0,NA,0,NA,10,for buying food and clothes,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
1439,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,182,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,27000,0,2000,0,0,0,0,0,0,0,0,1,1,2,due to long drought,NA,2,5,1,10,10,0,0,0,NA,10,for buying food and clothes,0,NA,0,NA,10,for buying food and clothes,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
1440,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,6,0,0,13,4,0,0,NA,1,to meet family needs,0,NA,0,NA,6,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1441,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,6,0,0,13,4,0,0,NA,1,to meet family needs,0,NA,0,NA,6,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1442,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,4,0,0,10,2,0,0,NA,2,to support the family needs,0,NA,0,NA,5,to support family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1443,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,4,0,0,10,2,0,0,NA,2,to support the family needs,0,NA,0,NA,5,to support family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1444,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,185,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,1,0,0,0,0,0,0,0,0,0,30000,0,10500,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,10,0,3,3,1,0,0,NA,4,for buying food and utensils,0,NA,0,NA,21,to buy food and utensils,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
1445,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,185,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,1,0,0,0,0,0,0,0,0,0,30000,0,10500,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,10,0,3,3,1,0,0,NA,4,for buying food and utensils,0,NA,0,NA,21,to buy food and utensils,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
1446,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,8,0,0,30,0,0,0,NA,2,to meet family needs,0,NA,0,NA,5,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1447,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,2,3,3,due to long drought,NA,2,8,0,0,30,0,0,0,NA,2,to meet family needs,0,NA,0,NA,5,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1448,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,37,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,0,0,0,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,0,7,0,1,2,0,0,0,0,0,0,0,0,48000,0,400,24000,0,0,0,0,0,0,0,1,1,3,due to school fees,due to home needs,2,30,6,17,120,0,5,0,NA,4,due starting secondary school fes,0,NA,4,for family needs,2,for school fees,0,NA,1,for home needs,0,NA,NA,2,1,NA,NA,NA,NA
1449,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,37,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,0,0,0,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,0,7,0,1,2,0,0,0,0,0,0,0,0,48000,0,400,24000,0,0,0,0,0,0,0,1,1,3,due to school fees,due to home needs,2,30,6,17,120,0,5,0,NA,4,due starting secondary school fes,0,NA,4,for family needs,2,for school fees,0,NA,1,for home needs,0,NA,NA,2,1,NA,NA,NA,NA
1450,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,38,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,1,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA,0,7,0,1,0,0,0,0,0,2,0,0,0,72000,0,1200,0,0,0,0,0,24000,0,0,1,2,3,due to student in school,due to home needs,2,50,7,30,70,2,10,0,NA,2,due to school fees,0,NA,0,NA,10,due to home needs,0,NA,6,due to home needs,0,NA,NA,2,1,NA,NA,NA,NA
1451,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,38,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,1,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA,0,7,0,1,0,0,0,0,0,2,0,0,0,72000,0,1200,0,0,0,0,0,24000,0,0,1,2,3,due to student in school,due to home needs,2,50,7,30,70,2,10,0,NA,2,due to school fees,0,NA,0,NA,10,due to home needs,0,NA,6,due to home needs,0,NA,NA,2,1,NA,NA,NA,NA
1452,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,39,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,60000,0,2400,0,0,0,0,0,0,0,0,1,3,3,due to school fees,due to home needs,2,5,1,0,22,0,6,0,NA,1,for school fees,0,NA,0,NA,5,for school fees/home needs,0,NA,1,for home needs,0,NA,NA,1,1,NA,NA,NA,NA
1453,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,39,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,60000,0,2400,0,0,0,0,0,0,0,0,1,3,3,due to school fees,due to home needs,2,5,1,0,22,0,6,0,NA,1,for school fees,0,NA,0,NA,5,for school fees/home needs,0,NA,1,for home needs,0,NA,NA,1,1,NA,NA,NA,NA
1454,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0,0,0,0,0,0,0,1,2,2,due to help from the government,NA,2,27,0,0,65,1,0,0,NA,3,for buying food and also clothes,0,NA,0,NA,4,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1455,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0,0,0,0,0,0,0,1,2,2,due to help from the government,NA,2,27,0,0,65,1,0,0,NA,3,for buying food and also clothes,0,NA,0,NA,4,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1456,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,3,0,0,0,0,0,0,0,0,35000,0,0,50000,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,15,3,20,50,0,0,0,NA,4,to start petty business,0,NA,0,NA,20,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1457,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,3,0,0,0,0,0,0,0,0,35000,0,0,50000,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,15,3,20,50,0,0,0,NA,4,to start petty business,0,NA,0,NA,20,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1458,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,1,2,2,since there is no support from conservancy of namunyak,NA,2,41,0,0,53,0,0,0,NA,3,to meet family needs,0,NA,0,NA,6,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1459,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,1,2,2,since there is no support from conservancy of namunyak,NA,2,41,0,0,53,0,0,0,NA,3,to meet family needs,0,NA,0,NA,6,to meet family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1460,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,248,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,1,0,0,NA,NA,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,0,2,0,1,3,0,0,0,0,4,0,0,0,60000,0,400,24000,0,0,0,0,15000,0,0,1,1,1,due to business activities,due to good salary and good management,1,5,3,6,14,0,10,0,NA,1,for home needs,0,NA,2,for building settlement,0,NA,0,NA,2,for home needs,0,NA,NA,1,1,NA,NA,NA,NA
1461,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,248,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,0,1,0,0,NA,NA,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,0,2,0,1,3,0,0,0,0,4,0,0,0,60000,0,400,24000,0,0,0,0,15000,0,0,1,1,1,due to business activities,due to good salary and good management,1,5,3,6,14,0,10,0,NA,1,for home needs,0,NA,2,for building settlement,0,NA,0,NA,2,for home needs,0,NA,NA,1,1,NA,NA,NA,NA
1462,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,4,0,0,0,0,0,0,0,0,120000,0,0,60000,0,0,0,0,0,0,0,1,1,2,due to school fees,due to home needs,2,90,5,60,40,0,6,0,NA,7,for school fees,0,NA,0,NA,12,for home needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1463,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,4,0,0,0,0,0,0,0,0,120000,0,0,60000,0,0,0,0,0,0,0,1,1,2,due to school fees,due to home needs,2,90,5,60,40,0,6,0,NA,7,for school fees,0,NA,0,NA,12,for home needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1464,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,1,0,0,0,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,0,4,0,1,3,0,0,0,2,0,0,0,0,50000,0,200,30000,0,0,0,1000,0,0,0,2,3,3,due to home needs,NA,2,6,0,2,7,0,3,0,NA,0,NA,0,NA,0,NA,10,for and home needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1465,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,0,1,0,1,1,0,0,0,NA,1,0,0,0,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,0,4,0,1,3,0,0,0,2,0,0,0,0,50000,0,200,30000,0,0,0,1000,0,0,0,2,3,3,due to home needs,NA,2,6,0,2,7,0,3,0,NA,0,NA,0,NA,0,NA,10,for and home needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1466,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,3,0,0,0,0,0,0,0,0,0,0,25000,0,9000,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,10,5,10,20,1,0,0,NA,10,to buy food and clothes,0,NA,0,NA,20,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1467,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,3,0,0,0,0,0,0,0,0,0,0,25000,0,9000,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,10,5,10,20,1,0,0,NA,10,to buy food and clothes,0,NA,0,NA,20,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1468,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,1,0,0,0,0,0,0,0,0,0,80000,0,15000,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,48,0,0,54,0,0,0,NA,10,to buy food and clothes,0,NA,0,NA,13,to buy food and clothes,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1469,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,1,0,0,0,0,0,0,0,0,0,80000,0,15000,0,0,0,0,0,0,0,0,1,2,2,due to long drought,NA,2,48,0,0,54,0,0,0,NA,10,to buy food and clothes,0,NA,0,NA,13,to buy food and clothes,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1470,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,2,1,1,due to long drought,NA,2,2,1,5,10,0,0,0,NA,2,to buy food and clothes,0,NA,0,NA,8,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1471,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,2,1,1,due to long drought,NA,2,2,1,5,10,0,0,0,NA,2,to buy food and clothes,0,NA,0,NA,8,to buy food and clothes,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA
1472,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,1,0,0,0,0,0,0,0,0,0,61000,2000,1500,0,0,0,0,0,0,0,0,1,3,2,to feed the family,NA,2,60,3,40,40,3,8,0,NA,6,to feed the family,0,NA,20,for family needs,20,due to home needs,3,to feed the family,8,for family needs,0,NA,NA,2,1,NA,NA,NA,NA
1473,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,1,0,0,0,0,0,0,0,0,0,61000,2000,1500,0,0,0,0,0,0,0,0,1,3,2,to feed the family,NA,2,60,3,40,40,3,8,0,NA,6,to feed the family,0,NA,20,for family needs,20,due to home needs,3,to feed the family,8,for family needs,0,NA,NA,2,1,NA,NA,NA,NA
1474,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,8,1,1,0,0,0,0,0,0,0,0,0,51000,1000,750,0,0,0,0,0,0,0,0,1,2,2,for family need,NA,2,10,0,3,2,0,0,0,NA,5,to feed the children,0,NA,2,to feed the children,3,to feed the children,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1475,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,8,1,1,0,0,0,0,0,0,0,0,0,51000,1000,750,0,0,0,0,0,0,0,0,1,2,2,for family need,NA,2,10,0,3,2,0,0,0,NA,5,to feed the children,0,NA,2,to feed the children,3,to feed the children,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1476,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,1,0,0,0,0,0,0,0,0,0,71000,2100,1900,0,0,0,0,0,0,0,0,1,2,2,for family need,NA,2,14,2,4,2,0,0,0,NA,7,for family need,0,NA,0,NA,2,for family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1477,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,1,0,0,0,0,0,0,0,0,0,71000,2100,1900,0,0,0,0,0,0,0,0,1,2,2,for family need,NA,2,14,2,4,2,0,0,0,NA,7,for family need,0,NA,0,NA,2,for family needs,0,NA,0,NA,0,NA,NA,2,1,NA,NA,NA,NA
1478,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,20000,0,8000,0,0,0,0,0,0,0,0,1,3,3,due to absences of rain,NA,2,8,1,5,10,2,0,0,NA,5,for buying food,0,NA,8,to buy family clothes,15,for buying food and other needs,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
1479,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,0,0,0,0,0,0,0,0,0,20000,0,8000,0,0,0,0,0,0,0,0,1,3,3,due to absences of rain,NA,2,8,1,5,10,2,0,0,NA,5,for buying food,0,NA,8,to buy family clothes,15,for buying food and other needs,0,NA,0,NA,0,NA,NA,1,2,NA,NA,NA,NA
