,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,eat_meat,drink_milk,sick_adults,sick_children,medical_services1,medical_services2,medical_services3,medical_services4,visit,no_times,water_wet_season1,water_wet_season2,water_wet_season3,water_wet_season4,water_wet_season5,important_wet_water,important_wet_water2,important_wet_water3,water_dry_season1,water_dry_season2,water_dry_season3,water_dry_season4,water_dry_season5,important_dry_water,important_dry_water2,important_dry_water3,hours_wet_season,hours_dry_season
2059,town 003,90,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,90,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,5,6,8,NA,NA,NA,NA,NA,0.67,4
2060,town 003,90,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,164,2,1,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,NA,NA,8,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.33,0.5
2061,town 004,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,303,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,6,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.5
2062,town 004,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,165,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2063,town 004,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,91,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,4,10,NA,NA,4,NA,NA,0.67,1.5
2064,town 004,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT,303,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,6,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.5
2065,town 004,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT,165,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2066,town 004,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT,91,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,4,10,NA,NA,4,NA,NA,0.67,1.5
2067,town 004,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,303,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,6,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.5
2068,town 004,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,165,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2069,town 004,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,91,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,4,10,NA,NA,4,NA,NA,0.67,1.5
2070,town 005,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT,304,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,1,2
2071,town 005,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT,92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,2
2072,town 005,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT,166,2,98,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,5,11,NA,5,NA,NA,0.75,5
2073,town 005,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT,304,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,1,2
2074,town 005,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT,92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,2
2075,town 005,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT,166,2,98,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,5,11,NA,5,NA,NA,0.75,5
2076,town 005,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,304,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,1,2
2077,town 005,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,2
2078,town 005,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,166,2,98,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,5,11,NA,5,NA,NA,0.75,5
2079,town 006,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT,305,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,2
2080,town 006,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT,93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,5,6,8,NA,NA,8,NA,NA,0.5,4
2081,town 006,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT,167,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.16
2082,town 006,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,305,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,2
2083,town 006,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,5,6,8,NA,NA,8,NA,NA,0.5,4
2084,town 006,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,167,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.16
2085,town 006,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,305,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,2
2086,town 006,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,5,6,8,NA,NA,8,NA,NA,0.5,4
2087,town 006,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,167,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.16
2088,town 007,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,306,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2089,town 007,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,94,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,3,NA,NA,6,NA,NA,0.33,1
2090,town 007,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,168,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2091,town 007,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT,306,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2092,town 007,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT,94,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,3,NA,NA,6,NA,NA,0.33,1
2093,town 007,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT,168,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2094,town 007,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,306,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2095,town 007,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,94,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,3,NA,NA,6,NA,NA,0.33,1
2096,town 007,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,168,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.16,0.16
2097,town 008,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,100,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2098,town 008,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,307,2,1,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,4
2099,town 008,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,169,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2100,town 008,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,100,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2101,town 008,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,307,2,1,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,4
2102,town 008,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,169,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2103,town 008,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT,100,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2104,town 008,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT,307,2,1,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,4
2105,town 008,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT,169,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2106,town 009,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,308,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,12,6,NA,NA,NA,6,NA,NA,0.16,0.5
2107,town 009,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,170,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.33
2108,town 009,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,95,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,1
2109,town 009,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,308,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,12,6,NA,NA,NA,6,NA,NA,0.16,0.5
2110,town 009,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,170,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.33
2111,town 009,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,95,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,1
2112,town 009,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT,308,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,12,6,NA,NA,NA,6,NA,NA,0.16,0.5
2113,town 009,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT,170,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.33
2114,town 009,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT,95,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,1
2115,town 010,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT,309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,0.5
2116,town 010,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT,171,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2117,town 010,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT,96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,1
2118,town 010,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,0.5
2119,town 010,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,171,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2120,town 010,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,1
2121,town 010,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,309,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,0.5
2122,town 010,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,171,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2123,town 010,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,1
2124,town 011,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,310,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.5,1
2125,town 011,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,97,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2126,town 011,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,172,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,8,NA,NA,NA,3,NA,NA,0.33,0.75
2127,town 011,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,310,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.5,1
2128,town 011,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,97,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2129,town 011,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,172,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,8,NA,NA,NA,3,NA,NA,0.33,0.75
2130,town 011,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT,310,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.5,1
2131,town 011,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT,97,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2132,town 011,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT,172,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,8,NA,NA,NA,3,NA,NA,0.33,0.75
2133,town 012,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,98,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2134,town 012,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,311,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,5,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.33,1
2135,town 012,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,173,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2136,town 012,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT,98,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2137,town 012,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT,311,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,5,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.33,1
2138,town 012,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT,173,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2139,town 012,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,98,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.5,1
2140,town 012,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,311,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,5,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.33,1
2141,town 012,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,173,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2142,town 013,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,312,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,1
2143,town 013,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,174,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,8,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.33,0.67
2144,town 013,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2145,town 013,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,312,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,1
2146,town 013,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,174,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,8,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.33,0.67
2147,town 013,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2148,town 013,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT,312,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.5,1
2149,town 013,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT,174,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,8,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.33,0.67
2150,town 013,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.17,0.5
2151,town 014,313,26/06/15,sera,waso,sere olipi,town,baseline,NRT,101,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,2
2152,town 014,313,26/06/15,sera,waso,sere olipi,town,baseline,NRT,313,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,10,6,NA,NA,NA,6,NA,NA,1,2
2153,town 014,313,26/06/15,sera,waso,sere olipi,town,baseline,NRT,175,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12,NA,NA,12,NA,NA,3,5,6,NA,NA,6,NA,NA,0.08,0.16
2154,town 014,101,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,101,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,2
2155,town 014,101,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,313,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,10,6,NA,NA,NA,6,NA,NA,1,2
2156,town 014,101,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,175,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12,NA,NA,12,NA,NA,3,5,6,NA,NA,6,NA,NA,0.08,0.16
2157,town 014,175,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,101,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.5,2
2158,town 014,175,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,313,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,10,6,NA,NA,NA,6,NA,NA,1,2
2159,town 014,175,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,175,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12,NA,NA,12,NA,NA,3,5,6,NA,NA,6,NA,NA,0.08,0.16
2160,town 015,314,26/06/15,sera,waso,sere olipi,town,baseline,NRT,176,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.25,0.83
2161,town 015,314,26/06/15,sera,waso,sere olipi,town,baseline,NRT,102,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,8,6,NA,6,NA,NA,0.67,2
2162,town 015,314,26/06/15,sera,waso,sere olipi,town,baseline,NRT,314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,2,2
2163,town 015,176,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,176,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.25,0.83
2164,town 015,176,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,102,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,8,6,NA,6,NA,NA,0.67,2
2165,town 015,176,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,2,2
2166,town 015,102,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,176,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,8,NA,NA,3,5,6,NA,NA,6,NA,NA,0.25,0.83
2167,town 015,102,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,102,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,8,6,NA,6,NA,NA,0.67,2
2168,town 015,102,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,6,3,NA,NA,NA,6,NA,NA,2,2
2169,town 016,177,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,177,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2170,town 016,177,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,103,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,NA,NA,NA,3,5,8,6,NA,6,NA,NA,0.83,2
2171,town 016,177,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,315,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2172,town 016,103,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,177,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2173,town 016,103,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,103,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,NA,NA,NA,3,5,8,6,NA,6,NA,NA,0.83,2
2174,town 016,103,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,315,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2175,town 016,315,26/06/15,sera,waso,sere olipi,town,baseline,NRT,177,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
