,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,grazing_plan,plan_helpful,quality_grazing,follow_plan,no_reason,no_reason1,no_reason2,no_reason3,no_reason4,no_reason5,wet_hhld_livestock_out_ccy,dry_hhld_livestock_out_ccy,wet_no_cattle,wet_no_shoats,wet_no_camels,dry_no_cattle,dry_no_shoats,dry_no_camels,wet_area1,wet_area2,wet_area3,wet_area4,wet_area5,other_wet,dry_area1,dry_area2,dry_area3,dry_area4,dry_area5,other_dry,wet_outside_livestock,dry_outside_livestock,wet_outside_times,dry_outside_times,wet_outside_no,dry_outside_no
1803,remot040,70,26/11/15,westgate,waso west,remot,remot centre,baseline,NRT,70,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,6,0,0,6,50,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1,2,6,9
1804,rigrig001,251,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,251,2,1,4,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1805,rigrig001,251,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,251,2,1,4,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1806,rigrig002,252,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,252,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,58,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1807,rigrig002,252,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,252,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,58,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1808,rigrig003,253,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,253,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1809,rigrig003,253,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,253,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1810,rigrig004,254,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,254,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,41,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1811,rigrig004,254,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,254,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,41,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1812,rigrig005,255,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,255,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,67,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1813,rigrig005,255,20/06/15,namunyak,ngilai,ngilai central,rigrig,baseline,NRT,255,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,67,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1814,rigrig006,256,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,256,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1815,rigrig006,256,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,256,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1816,rigrig007,257,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,257,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,25,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1817,rigrig007,257,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,257,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,25,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1818,rigrig008,258,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,258,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,15,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1819,rigrig008,258,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,258,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,15,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1820,rigrig009,259,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,259,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,12,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1821,rigrig009,259,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,259,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,12,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1822,rigrig010,260,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,260,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1823,rigrig010,260,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,260,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1824,rigrig011,261,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,261,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,14,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1825,rigrig011,261,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,261,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,14,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1826,rigrig012,262,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,262,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1827,rigrig012,262,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,262,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1828,rigrig013,263,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,263,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,12,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1829,rigrig013,263,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,263,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,12,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
1830,rigrig014,264,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,264,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,25,0,0,2,3,5,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1831,rigrig014,264,20/06/15,namunyak,ngilai,ngilai west,rigrig,baseline,NRT,264,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,25,0,0,2,3,5,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
1832,sasaab001,248,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,248,2,1,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,30,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,NA,3,NA,3
1833,sasaab002,249,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,249,1,3,2,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,6,30,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,2,NA,3
1834,sasaab003,250,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,250,1,2,1,1,7,NA,NA,NA,NA,NA,1,2,0,0,0,5,5,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,8,8,8,12
1835,sasaab004,251,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,251,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,15,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,3,4,4,3
1836,sasaab005,252,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,252,2,3,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,0,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,1,3,1,3
1837,sasaab006,253,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,253,1,98,4,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,35,80,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,1,NA,3
1838,sasaab007,254,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,254,1,3,2,1,3,NA,NA,NA,NA,NA,1,2,0,0,0,10,25,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,3,NA,2
1839,sasaab008,255,21/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,255,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,4,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,2,NA,3
1840,sasaab009,256,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,256,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,10,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,NA,6,NA,4
1841,sasaab010,257,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,257,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,23,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,3,NA,4
1842,sasaab011,258,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,258,2,3,3,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,4,NA,3
1843,sasaab012,259,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,259,2,3,1,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,7,15,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,3
1844,sasaab013,260,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,260,2,3,1,1,7,NA,NA,NA,NA,NA,1,2,0,0,0,2,9,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,1,NA,1
1845,sasaab014,261,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,261,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,25,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,1,NA,2
1846,sasaab015,262,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,262,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,7,0,22,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2,3,4,2,3
1847,sasaab016,263,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,263,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,20,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,3,NA,10
1848,sasaab017,264,22/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,264,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,6,20,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,2,3,2,2,3
1849,sasaab018,265,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,265,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,1,0,0,10,25,30,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,3,NA,6
1850,sasaab019,266,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,266,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,10,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,2,3,3,2
1851,sasaab020,267,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,267,2,3,1,1,10,NA,NA,NA,NA,NA,1,2,0,0,0,6,10,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,NA,2,NA,3
1852,sasaab021,268,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,268,1,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,20,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
1853,sasaab022,269,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,269,2,3,1,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,20,4,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,2,NA,10
1854,sasaab023,270,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,270,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,9,20,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,3,NA,2,NA
1855,sasaab024,271,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,271,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,25,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,6,3,8,4
1856,sasaab025,272,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,272,2,3,1,1,7,NA,NA,NA,NA,NA,1,2,0,0,0,30,30,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,8,5,6,10
1857,sasaab026,273,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,273,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,4,10,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,3,3,12,5
1858,sasaab027,274,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,274,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,15,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,4,NA,6
1859,sasaab028,275,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,275,2,3,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,10,8,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,2,2,2,2,2
1860,sasaab029,276,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,276,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,35,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,2,3,2,3,2
1861,sasaab030,277,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,277,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,30,25,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,1,2,2,3,NA,3
1862,sasaab031,278,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,278,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,15,40,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,3,NA,2
1863,sasaab032,279,23/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,279,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,30,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,3,NA,3,NA
1864,sasaab033,280,25/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,280,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
1865,sasaab034,281,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,281,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,10,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,5,2,7,11
1866,sasaab035,282,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,282,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,15,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,2,3,4,3,3
1867,sasaab036,283,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,283,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,15,0,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,NA,3,2,1,2
1868,sasaab037,284,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,284,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,30,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,2,NA,1,NA
1869,sasaab038,285,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,285,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,20,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,2,3,2,3
1870,sasaab039,286,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,286,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,15,40,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,2,3,2,12,11
1871,sasaab040,287,24/11/15,westgate,waso west,lpus-leluai,sasaab,baseline,NRT,287,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,25,0,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1872,sere olipi 001,324,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,324,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,200,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1873,sere olipi 002,325,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,325,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1000,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1874,sere olipi 003,326,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,326,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,100,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1875,sere olipi 004,327,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,327,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,550,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1876,sere olipi 005,328,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,328,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,100,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1877,sere olipi 006,329,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,329,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,300,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,4,NA,4
1878,sere olipi 007,330,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,330,2,2,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
1879,sere olipi 008,331,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,331,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,200,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,1,NA,3
1880,sere olipi 009,332,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,332,2,2,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,2
1881,sere olipi 010,333,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,333,2,2,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1882,sere olipi 011,334,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,334,2,2,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1883,sere olipi 012,335,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,335,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,200,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1884,sere olipi 013,336,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,336,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,250,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,3
1885,sere olipi 014,337,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,337,2,3,2,2,because we don‰Ûªt have livestock,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1886,sere olipi 015,338,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,338,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,7
1887,sere olipi 016,339,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,339,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,7
1888,sere olipi 017,340,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,340,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1889,sere olipi 018,341,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,341,2,3,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,5
1890,sere olipi 019,342,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,342,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,20,100,0,20,100,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,2,2,3,2,7
1891,sere olipi 020,343,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,343,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,3,2,7
1892,sere olipi 021,344,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,344,2,3,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,6
1893,sere olipi 022,345,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,345,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1894,sere olipi 023,346,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,346,2,3,3,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,1,2,2,7
1895,sere olipi 024,347,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,347,2,2,3,2,because we don‰Ûªt have livestock,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1896,sereolipi001,147,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,43,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,5,0,2,5,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,2,2,2,6
1897,sereolipi001,147,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,147,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1898,sereolipi001,43,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,43,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,5,0,2,5,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,2,2,2,6
1899,sereolipi001,43,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,147,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1900,sereolipi001,147,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,43,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,5,0,2,5,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,2,2,2,6
1901,sereolipi001,147,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,147,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
