,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,grazing_plan,plan_helpful,quality_grazing,follow_plan,no_reason,no_reason1,no_reason2,no_reason3,no_reason4,no_reason5,wet_hhld_livestock_out_ccy,dry_hhld_livestock_out_ccy,wet_no_cattle,wet_no_shoats,wet_no_camels,dry_no_cattle,dry_no_shoats,dry_no_camels,wet_area1,wet_area2,wet_area3,wet_area4,wet_area5,other_wet,dry_area1,dry_area2,dry_area3,dry_area4,dry_area5,other_dry,wet_outside_livestock,dry_outside_livestock,wet_outside_times,dry_outside_times,wet_outside_no,dry_outside_no
1902,sereolipi001,43,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,43,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,5,0,2,5,0,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2,2,2,2,6
1903,sereolipi001,43,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,147,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1904,sereolipi002,148,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,148,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,NA,NA,0,0,0,40,72,14,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,4
1905,sereolipi002,148,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,44,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1906,sereolipi002,44,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,148,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,NA,NA,0,0,0,40,72,14,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,4
1907,sereolipi002,44,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,44,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1908,sereolipi002,148,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,148,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,NA,NA,0,0,0,40,72,14,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,4
1909,sereolipi002,148,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,44,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1910,sereolipi002,44,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,148,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,NA,NA,0,0,0,40,72,14,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,4
1911,sereolipi002,44,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,44,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1912,sereolipi003,149,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,45,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1913,sereolipi003,149,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,149,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4
1914,sereolipi003,149,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,45,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1915,sereolipi003,149,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,149,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4
1916,sereolipi003,45,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,45,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1917,sereolipi003,45,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,149,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4
1918,sereolipi003,45,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,45,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1919,sereolipi003,45,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,149,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4
1920,sereolipi004,150,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,150,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,12,130,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1921,sereolipi004,150,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,46,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1922,sereolipi004,150,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,150,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,12,130,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1923,sereolipi004,150,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,46,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1924,sereolipi004,46,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,150,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,12,130,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1925,sereolipi004,46,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,46,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1926,sereolipi004,46,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,150,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,12,130,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1927,sereolipi004,46,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,46,2,3,2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1928,sereolipi005,151,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,151,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1929,sereolipi005,151,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,47,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,2,2,2,3,7
1930,sereolipi005,47,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,151,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1931,sereolipi005,47,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,47,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,2,2,2,3,7
1932,sereolipi005,47,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,151,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1933,sereolipi005,47,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,47,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,2,2,2,3,7
1934,sereolipi005,151,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,151,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,10,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1935,sereolipi005,151,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,47,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,2,2,2,3,7
1936,sereolipi006,152,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,152,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,40,72,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,2,4,4
1937,sereolipi006,152,25/06/15,namunyak,sereolipi,sereolipi,sereolipi,baseline,NRT,152,1,NA,NA,NA,they don't know the impact,NA,NA,NA,NA,NA,1,2,0,0,0,40,72,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,2,4,4
1938,sieku001,25,30/11/15,lekurruki,sieku,sieku,sieku,baseline,NRT,25,2,3,2,2,NA,NA,NA,NA,NA,NA,2,1,18,20,0,18,20,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1939,sieku002,26,30/11/15,lekurruki,sieku,sieku,sieku,baseline,NRT,26,2,3,2,2,NA,NA,NA,NA,NA,NA,2,1,17,10,0,0,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1940,sieku003,27,30/11/15,lekurruki,sieku,sieku,sieku,baseline,NRT,27,2,3,1,2,NA,NA,NA,NA,NA,NA,2,2,16,20,0,14,20,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,2
1941,sieku004,28,30/11/15,lekurruki,sieku,sieku,sieku,baseline,NRT,28,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,12,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,NA,4,NA
1942,sieku005,29,30/11/15,lekurruki,sieku,sieku,sieku,baseline,NRT,29,2,3,2,2,NA,NA,NA,NA,NA,NA,2,1,16,28,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA
1943,sieku006,30,01/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,30,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,9,20,0,9,20,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1944,sieku007,31,01/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,31,2,3,3,1,2,4,NA,NA,NA,NA,2,1,2,14,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,NA,5
1945,sieku008,32,01/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,32,2,3,2,2,NA,NA,NA,NA,NA,NA,2,1,100,250,0,0,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1946,sieku009,33,01/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,33,2,3,2,2,NA,NA,NA,NA,NA,NA,2,1,5,28,0,0,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1947,sieku010,34,01/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,34,2,3,1,1,2,4,NA,NA,NA,NA,1,2,0,0,0,0,15,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1948,sieku011,35,02/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,35,2,3,3,1,2,4,NA,NA,NA,NA,NA,2,0,0,0,0,12,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,1,NA,2
1949,sieku012,36,02/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,36,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,37,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
1950,sieku013,37,02/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,37,2,3,1,1,2,4,NA,NA,NA,NA,1,1,0,0,0,0,8,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1951,sieku014,38,02/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,38,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,21,185,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
1952,sieku015,39,02/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,39,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,51,170,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1953,sieku016,40,03/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,40,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,43,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3
1954,sieku017,41,03/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,41,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,51,350,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,2,NA,4
1955,sieku018,42,03/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,42,2,3,1,2,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,33,80,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1956,sieku019,43,03/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,43,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,22,139,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1957,sieku020,44,03/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,44,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,50,430,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
1958,sieku021,45,04/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,45,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,7,30,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2
1959,sieku022,46,04/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,46,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,230,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1960,sieku023,47,04/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,47,2,3,2,1,2,4,NA,NA,NA,NA,1,1,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,2
1961,sieku024,48,04/12/15,lekurruki,sieku,sieku,sieku,baseline,NRT,48,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,100,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,11
1962,silangoelenkila0004,291,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,291,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,30,40,0,30,40,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,5
1963,silangoelenkila0004,291,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,291,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,30,40,0,30,40,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,5
1964,silangoelenkila001,288,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,288,98,2,2,1,they don't know the impact,NA,NA,NA,NA,NA,2,2,20,52,0,20,51,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1965,silangoelenkila001,288,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,288,98,2,2,1,they don't know the impact,NA,NA,NA,NA,NA,2,2,20,52,0,20,51,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1966,silangoelenkila002,289,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,289,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,100,250,0,112,250,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,4,6
1967,silangoelenkila002,289,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,289,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,100,250,0,112,250,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,4,6
1968,silangoelenkila003,290,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,290,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,60,50,0,60,50,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,7
1969,silangoelenkila003,290,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,290,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,60,50,0,60,50,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,7
1970,silangoelenkila005,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,292,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,20,0,2,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,6
1971,silangoelenkila005,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,292,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,20,0,2,20,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,6
1972,silangoelenkila006,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,293,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,15,0,2,15,0,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1973,silangoelenkila006,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT,293,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,15,0,2,15,0,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,98,98,NA,NA,NA,NA
1974,sukuroi001,29,20/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,8,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1,2,2,7
1975,sukuroi002,30,20/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,51,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1976,sukuroi003,31,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,6,27,7,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,5,NA
1977,sukuroi004,32,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,4,8,4
1978,sukuroi005,33,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,33,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,9,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,3,5,6
1979,sukuroi006,34,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,34,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,6,29,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,3
1980,sukuroi007,35,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,35,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,8,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,1,4,3,8
1981,sukuroi008,36,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,36,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,58,0,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,3,4,5
1982,sukuroi009,37,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,37,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,62,9,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
1983,sukuroi010,38,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,9,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,8
1984,sukuroi011,39,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,13,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,3,NA,8
1985,sukuroi012,40,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,23,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1986,sukuroi013,41,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,18,1,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,5,NA,7
1987,sukuroi014,42,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,14,0,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
1988,sukuroi015,43,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,29,0,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,3,NA,3
1989,sukuroi016,44,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,44,2,3,1,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,1,NA,3
1990,sukuroi017,45,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,13,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1991,sukuroi018,46,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,30,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,4
1992,sukuroi019,47,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,16,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1993,sukuroi020,48,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,17,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,3,NA,4
1994,sukuroi021,49,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,10,218,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,1,4,4,6
1995,sukuroi022,50,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,23,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,1,3,7,10
1996,sukuroi023,51,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,2,NA,4
1997,sukuroi024,52,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,12,132,0,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,3,3,6
1998,sukuroi025,53,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,8,32,0,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,1,NA,6
